,time,value,RRI,hf,lf/hf,sdnn,rmssd
328,00:39:17,99,606.06,416.26672805181454,6.523961716405299,33.43232878090138,15.402235260520088
329,00:39:22,95,631.58,,,,
330,00:39:27,91,659.34,361.7312921115649,7.0605699929072605,36.6238948117711,16.700337220107453
331,00:39:32,90,666.67,,,,
332,00:39:47,89,674.16,318.72011216068665,7.260914909719667,36.99506020858374,17.116467902852737
333,00:39:52,88,681.82,,,,
334,00:40:02,89,674.16,288.3020322751232,6.507925850201325,37.0487435293296,16.998071799411825
335,00:40:07,91,659.34,,,,
336,00:40:22,91,659.34,264.9178512195841,5.03820506685505,37.34544158779965,17.092756909741343
337,00:40:37,90,666.67,,,,
338,00:40:42,84,714.29,245.8981236856774,3.6602144940620733,37.13567484184425,14.926673495211627
339,00:40:47,86,697.67,,,,
340,00:40:52,83,722.89,232.07794003850552,2.6351107403989653,31.678033813444205,16.369988655201592
341,00:40:57,80,750.0,,,,
342,00:41:02,79,759.49,232.27491435065772,2.05567858381848,29.721190080410953,16.260283339650467
343,00:41:07,80,750.0,,,,
344,00:41:22,80,750.0,255.93373385530623,1.7047646025680139,31.381149670671107,16.04014351811208
345,00:41:27,81,740.74,,,,
346,00:41:37,80,750.0,295.9862318908353,1.616314419731268,32.48815923768322,16.053870726591853
347,00:41:52,80,750.0,,,,
348,00:42:07,87,689.66,360.15644436881115,1.6389984352379041,33.74670737014992,16.065525900168343
349,00:42:12,94,638.3,,,,
350,00:42:17,93,645.16,425.7338015115104,1.7238873115434048,35.101660522382296,19.582849639416636
351,00:42:22,92,652.17,,,,
352,00:42:27,90,666.67,518.5895674439661,1.9346425794873707,36.72181878471086,19.437459731567984
353,00:42:37,91,659.34,,,,
354,00:42:42,90,666.67,612.3399654338231,2.1992593283251507,37.164370440583255,19.256588217955915
355,00:42:47,89,674.16,,,,
356,00:43:02,89,674.16,727.5287549867431,2.6153730667464195,37.09912276865967,19.23232689923879
357,00:43:07,90,666.67,,,,
358,00:43:12,77,779.22,845.075188389273,3.1738965484778614,36.251384703180086,19.03812817715534
359,00:43:17,73,821.92,,,,
360,00:43:22,76,789.47,991.6364247792048,3.952734936167131,41.25251541916158,25.655034275429642
361,00:43:32,77,779.22,,,,
362,00:43:47,78,769.23,1120.8444238363752,4.683607039431355,44.27200178672839,25.957713218043768
363,00:43:52,79,759.49,,,,
364,00:43:57,80,750.0,1258.776069628474,5.4431435454543555,46.12429873102216,25.978622451735124
365,00:44:02,81,740.74,,,,
366,00:44:07,83,722.89,1383.3126648284913,5.877436110425643,46.91461450424199,26.019863683779153
367,00:44:12,87,689.66,,,,
368,00:44:17,85,705.88,1511.8007232793302,5.9118027430583,47.03551546763491,26.521428840752574
369,00:44:22,81,740.74,,,,
370,00:44:27,80,750.0,1652.5775381768954,5.762096919183672,47.21829701092836,27.037879701920243
371,00:44:37,81,740.74,,,,
372,00:44:42,82,731.71,1819.4903461720417,5.475778932988657,47.88569012103039,27.052945443017062
373,00:44:47,83,722.89,,,,
374,00:44:52,85,705.88,1969.2154916198467,5.259763586830507,48.070524052199204,27.062194467333125
375,00:44:57,84,714.29,,,,
376,00:45:02,83,722.89,2096.2040212097104,5.066575049339051,48.06506807464657,27.148217553396226
377,00:45:12,84,714.29,,,,
378,00:45:17,86,697.67,2172.118630866459,4.938050284991753,47.20558850563422,25.854033001622394
379,00:45:22,87,689.66,,,,
380,00:45:27,90,666.67,2193.2490676533803,4.832924085274326,43.48674993885952,25.423601681291732
381,00:45:32,91,659.34,,,,
382,00:45:37,87,689.66,2145.87439789895,4.731732031779453,43.48674993885952,25.612519499300358
383,00:45:42,86,697.67,,,,
384,00:45:52,84,714.29,2024.4627924717943,4.570215015957182,43.09655191520074,25.955286473440577
385,00:46:02,83,722.89,,,,
386,00:46:07,84,714.29,1818.4596116783976,4.3924133030101515,42.03750207388928,26.006561142315217
387,00:46:12,87,689.66,,,,
388,00:46:17,88,681.82,1580.686956023733,4.157679757068984,40.840799203137806,25.35459685407467
389,00:46:22,94,638.3,,,,
390,00:46:27,95,631.58,1335.3314441848372,3.8908455913844056,42.4910323432114,25.771011518640044
391,00:46:37,96,625.0,,,,
392,00:46:42,95,631.58,1065.019858119889,3.463462469735885,45.40920995497163,25.477701054459533
393,00:46:52,94,638.3,,,,
394,00:46:57,92,652.17,799.6025030788721,2.9842677785646545,46.76430437975582,25.477058107166116
395,00:47:02,90,666.67,,,,
396,00:47:07,91,659.34,592.6125788114781,2.4929742899527363,46.86409694085264,25.56946349193323
397,00:47:12,92,652.17,,,,
398,00:47:17,91,659.34,439.7088500023707,2.043405517958574,46.628121078007275,24.117187494669885
399,00:47:22,90,666.67,,,,
400,00:47:32,89,674.16,340.90219992513516,1.6987316285786576,46.37415854520177,22.999789928055737
401,00:47:47,89,674.16,,,,
402,00:47:52,87,689.66,297.9179498187315,1.5384216582125945,45.528190036503766,22.90942079635559
403,00:47:57,87,689.66,,,,
404,00:48:07,85,705.88,300.6435912767527,1.5921827661435435,44.96335627724299,22.968491594409265
405,00:48:12,84,714.29,,,,
406,00:48:17,83,722.89,339.5243625738431,1.8213262736819518,44.579963304202955,23.091541476374033
407,00:48:27,82,731.71,,,,
408,00:48:32,81,740.74,405.8712373540584,2.228351997405109,44.37516624861069,16.632826468358605
409,00:48:37,84,714.29,,,,
410,00:48:42,82,731.71,498.4065142355231,2.8592092324428604,39.883568397555024,15.293553263665434
411,00:48:57,84,714.29,,,,
412,00:49:02,85,705.88,575.1259123591044,3.4790321822143246,36.37344910783139,15.559494771714817
413,00:49:07,84,714.29,,,,
414,00:49:12,83,722.89,638.1830959844848,4.143651824672471,33.8645304327193,15.530959535123158
415,00:49:17,84,714.29,,,,
416,00:49:22,83,722.89,680.6202529110254,4.888304173392809,32.67681979942481,15.361543821225418
417,00:49:27,82,731.71,,,,
418,00:49:42,82,731.71,702.0431431357263,5.857752574788026,33.066243816969376,14.531672305691462
419,00:49:47,85,705.88,,,,
420,00:50:02,85,705.88,700.9158301651195,7.3278308938425045,32.841848284387005,14.079604006490811
421,00:50:07,86,697.67,,,,
422,00:50:12,86,697.67,677.2772038823766,8.972865545042357,31.26022661466164,14.00702651659998
423,00:50:17,82,731.71,,,,
424,00:50:27,82,731.71,629.3881934795571,10.763617217716877,30.991222852245617,14.572291220963567
425,00:50:37,84,714.29,,,,
426,00:50:52,85,705.88,563.664520237527,12.395930664624114,31.40983308988913,14.6830460333109
427,00:51:07,85,705.88,,,,
428,00:51:22,84,714.29,491.6644414272684,13.883645659806579,31.09544048800173,14.487534331983777
429,00:51:27,83,722.89,,,,
430,00:51:32,83,722.89,411.00175861206185,13.061938905163895,31.4826859601481,14.168470169315242
431,00:51:37,85,705.88,,,,
432,00:51:42,84,714.29,337.9713761283786,10.374410397322322,31.045023917542995,13.667211321484825
433,00:51:57,85,705.88,,,,
434,00:52:02,82,731.71,264.82321754610876,6.946412085323498,31.14796249372026,13.517873504424916
435,00:52:07,81,740.74,,,,
436,00:52:12,80,750.0,195.74639935726844,4.1301690393994,31.825345169264974,13.964036972574553
437,00:52:27,80,750.0,,,,
438,00:52:42,81,740.74,138.7396149128819,2.3954727084001255,33.34521596259105,13.531797171620557
439,00:52:47,80,750.0,,,,
440,00:52:52,79,759.49,97.93462128592974,1.4401538702680772,33.16256710724996,12.12579776462447
441,00:52:57,77,779.22,,,,
442,00:53:12,78,769.23,69.13477109837234,0.8838071613334542,31.88650927132358,12.451910598419056
443,00:53:22,79,759.49,,,,
444,00:53:27,81,740.74,54.21606691975459,0.6358599886752858,29.823700971419587,12.416731799126088
445,00:53:32,84,714.29,,,,
446,00:53:37,84,714.29,51.69211373749488,0.5806927730334782,27.76465495289041,13.047614763641999
447,00:53:52,83,722.89,,,,
448,00:54:02,84,714.29,60.71442583213194,0.6709346207068673,24.72568711494431,13.025026538419453
449,00:54:07,85,705.88,,,,
450,00:54:22,85,705.88,77.12147527771928,0.8383359424963022,21.931265733967074,13.052307325933324
451,00:54:27,94,638.3,,,,
