,time,value,RRI,ratio,sdnn,rmssd,hf
509,01:11:34,70,857.14,,,,
510,01:11:39,75,800.0,,,,
511,01:11:44,76,789.47,,,,
512,01:11:49,77,779.22,,,,
513,01:11:54,77,779.22,,,,
514,01:11:59,74,810.81,,,,
515,01:12:04,73,821.92,,,,
516,01:12:19,73,821.92,,,,
517,01:12:24,75,800.0,,,,
518,01:12:29,77,779.22,,,,
519,01:12:34,77,779.22,,,,
520,01:12:39,76,789.47,,,,
521,01:12:44,70,857.14,,,,
522,01:12:49,64,937.5,,,,
523,01:12:54,61,983.61,,,,
524,01:13:09,62,967.74,,,,
525,01:13:14,64,937.5,,,,
526,01:13:19,61,983.61,,,,
527,01:13:24,60,1000.0,,,,
528,01:13:29,62,967.74,,,,
529,01:13:34,70,857.14,,,,
530,01:13:39,68,882.35,,,,
531,01:13:44,66,909.09,,,,
532,01:13:54,66,909.09,,,,
533,01:14:09,66,909.09,,,,
534,01:14:24,66,909.09,,,,
535,01:14:34,67,895.52,,,,
536,01:14:44,67,895.52,,,,
537,01:14:49,71,845.07,,,,
538,01:14:54,70,857.14,,,,
539,01:14:59,66,909.09,,,,
540,01:15:04,64,937.5,,,,
541,01:15:09,62,967.74,,,,
542,01:15:14,63,952.38,,,,
543,01:15:19,67,895.52,,,,
544,01:15:24,68,882.35,,,,
545,01:15:29,67,895.52,,,,
546,01:15:34,66,909.09,,,,
547,01:15:39,67,895.52,,,,
548,01:15:44,66,909.09,,,,
549,01:15:54,66,909.09,,,,
550,01:16:09,67,895.52,3.8827780740073647,58.72933707114637,32.74003774323681,2845.072260051499
551,01:16:14,68,882.35,,,,
552,01:16:19,69,869.57,,,,
553,01:16:24,67,895.52,,,,
554,01:16:29,65,923.08,,,,
555,01:16:34,66,909.09,,,,
556,01:16:39,66,909.09,,,,
557,01:16:54,66,909.09,,,,
558,01:17:09,66,909.09,,,,
559,01:17:24,66,909.09,,,,
560,01:17:29,66,909.09,,,,
561,01:17:34,66,909.09,,,,
562,01:17:39,66,909.09,,,,
563,01:17:49,69,869.57,,,,
564,01:17:54,70,857.14,,,,
565,01:17:59,67,895.52,,,,
566,01:18:09,67,895.52,,,,
567,01:18:14,66,909.09,,,,
568,01:18:29,63,952.38,,,,
569,01:18:39,61,983.61,,,,
570,01:18:44,60,1000.0,,,,
571,01:18:49,59,1016.95,,,,
572,01:18:59,60,1000.0,,,,
573,01:19:09,61,983.61,,,,
574,01:19:19,60,1000.0,,,,
575,01:19:24,61,983.61,,,,
576,01:19:29,63,952.38,,,,
577,01:19:39,62,967.74,,,,
578,01:19:44,61,983.61,,,,
579,01:19:54,60,1000.0,,,,
580,01:20:04,59,1016.95,,,,
581,01:20:09,58,1034.48,,,,
582,01:20:19,59,1016.95,,,,
583,01:20:24,60,1000.0,,,,
584,01:20:29,61,983.61,,,,
585,01:20:34,62,967.74,,,,
586,01:20:49,65,923.08,,,,
587,01:20:59,63,952.38,,,,
588,01:21:09,64,937.5,,,,
589,01:21:19,63,952.38,,,,
590,01:21:24,62,967.74,,,,
591,01:21:34,61,983.61,,,,
592,01:21:44,60,1000.0,,,,
593,01:21:59,60,1000.0,,,,
594,01:22:04,61,983.61,,,,
595,01:22:09,60,1000.0,,,,
596,01:22:19,61,983.61,,,,
597,01:22:34,61,983.61,,,,
598,01:22:44,62,967.74,,,,
599,01:22:49,63,952.38,,,,
600,01:22:54,64,937.5,11.013613553915603,46.626613055863544,19.49609673127167,831.6882606212458
601,01:22:59,63,952.38,,,,
602,01:23:04,62,967.74,,,,
603,01:23:09,61,983.61,,,,
604,01:23:14,60,1000.0,,,,
605,01:23:24,59,1016.95,,,,
606,01:23:34,60,1000.0,,,,
607,01:23:49,59,1016.95,,,,
608,01:24:04,60,1000.0,,,,
609,01:24:09,61,983.61,,,,
610,01:24:14,62,967.74,,,,
611,01:24:19,61,983.61,,,,
612,01:24:34,61,983.61,,,,
613,01:24:39,60,1000.0,,,,
614,01:24:44,59,1016.95,,,,
615,01:24:54,60,1000.0,,,,
616,01:24:59,61,983.61,,,,
617,01:25:04,59,1016.95,,,,
618,01:25:09,58,1034.48,,,,
619,01:25:14,59,1016.95,,,,
620,01:25:24,60,1000.0,,,,
621,01:25:29,59,1016.95,,,,
622,01:25:34,57,1052.63,,,,
623,01:25:44,58,1034.48,,,,
624,01:25:54,57,1052.63,,,,
625,01:26:09,57,1052.63,,,,
626,01:26:14,55,1090.91,,,,
627,01:26:19,56,1071.43,,,,
628,01:26:24,57,1052.63,,,,
629,01:26:34,56,1071.43,,,,
630,01:26:44,56,1071.43,,,,
631,01:26:59,56,1071.43,,,,
632,01:27:04,57,1052.63,,,,
633,01:27:19,57,1052.63,,,,
634,01:27:34,57,1052.63,,,,
635,01:27:44,56,1071.43,,,,
636,01:27:54,55,1090.91,,,,
637,01:28:01,54,1111.11,,,,
638,01:28:06,56,1071.43,,,,
639,01:28:11,57,1052.63,,,,
640,01:28:26,57,1052.63,,,,
641,01:28:31,56,1071.43,,,,
642,01:28:41,55,1090.91,,,,
643,01:28:51,56,1071.43,,,,
644,01:29:01,57,1052.63,,,,
645,01:29:06,56,1071.43,,,,
646,01:29:11,55,1090.91,,,,
647,01:29:21,56,1071.43,,,,
648,01:29:26,57,1052.63,,,,
649,01:29:31,58,1034.48,,,,
650,01:29:36,57,1052.63,0.8211497403107301,41.120750728178365,18.886899465729446,116.25027065949618
651,01:29:51,57,1052.63,,,,
652,01:30:01,56,1071.43,,,,
653,01:30:11,57,1052.63,,,,
654,01:30:21,56,1071.43,,,,
655,01:30:26,54,1111.11,,,,
656,01:30:31,53,1132.08,,,,
657,01:30:36,54,1111.11,,,,
658,01:30:41,55,1090.91,,,,
659,01:30:46,56,1071.43,,,,
660,01:30:51,57,1052.63,,,,
661,01:31:01,56,1071.43,,,,
662,01:31:06,54,1111.11,,,,
663,01:31:16,56,1071.43,,,,
664,01:31:21,57,1052.63,,,,
665,01:31:26,58,1034.48,,,,
666,01:31:36,57,1052.63,,,,
667,01:31:41,56,1071.43,,,,
668,01:31:46,55,1090.91,,,,
669,01:31:51,54,1111.11,,,,
670,01:31:56,55,1090.91,,,,
671,01:32:06,56,1071.43,,,,
672,01:32:16,57,1052.63,,,,
673,01:32:21,55,1090.91,,,,
674,01:32:26,54,1111.11,,,,
675,01:32:36,55,1090.91,,,,
676,01:32:41,56,1071.43,,,,
677,01:32:46,55,1090.91,,,,
678,01:32:51,54,1111.11,,,,
679,01:33:06,54,1111.11,,,,
680,01:33:11,53,1132.08,,,,
681,01:33:21,52,1153.85,,,,
682,01:33:36,52,1153.85,,,,
683,01:33:41,54,1111.11,,,,
684,01:33:46,56,1071.43,,,,
685,01:34:01,56,1071.43,,,,
686,01:34:11,55,1090.91,,,,
687,01:34:16,54,1111.11,,,,
688,01:34:21,53,1132.08,,,,
689,01:34:31,54,1111.11,,,,
690,01:34:41,55,1090.91,,,,
691,01:34:47,56,1071.43,,,,
692,01:34:57,55,1090.91,,,,
693,01:35:02,54,1111.11,,,,
694,01:35:17,55,1090.91,,,,
695,01:35:22,56,1071.43,,,,
696,01:35:27,57,1052.63,,,,
697,01:35:32,56,1071.43,,,,
698,01:35:37,55,1090.91,,,,
699,01:35:52,55,1090.91,,,,
700,01:35:57,54,1111.11,2.136095705915145,27.449395351133933,22.283453181997693,367.1594257611136
701,01:36:07,55,1090.91,,,,
702,01:36:17,56,1071.43,,,,
703,01:36:22,55,1090.91,,,,
704,01:36:32,54,1111.11,,,,
705,01:36:47,54,1111.11,,,,
706,01:37:02,54,1111.11,,,,
707,01:37:07,55,1090.91,,,,
708,01:37:12,56,1071.43,,,,
709,01:37:22,55,1090.91,,,,
710,01:37:27,54,1111.11,,,,
711,01:37:42,54,1111.11,,,,
712,01:37:52,55,1090.91,,,,
713,01:38:02,54,1111.11,,,,
714,01:38:07,53,1132.08,,,,
715,01:38:22,63,952.38,,,,
716,01:38:27,68,882.35,,,,
717,01:38:33,65,923.08,,,,
718,01:38:38,62,967.74,,,,
719,01:38:43,60,1000.0,,,,
720,01:38:48,59,1016.95,,,,
721,01:38:53,58,1034.48,,,,
722,01:38:58,56,1071.43,,,,
723,01:39:03,55,1090.91,,,,
724,01:39:13,54,1111.11,,,,
725,01:39:23,55,1090.91,,,,
726,01:39:28,54,1111.11,,,,
727,01:39:43,54,1111.11,,,,
728,01:39:48,53,1132.08,,,,
729,01:40:03,53,1132.08,,,,
730,01:40:08,54,1111.11,,,,
731,01:40:13,55,1090.91,,,,
732,01:40:28,55,1090.91,,,,
733,01:40:43,55,1090.91,,,,
734,01:40:58,55,1090.91,,,,
735,01:41:13,55,1090.91,,,,
736,01:41:28,54,1111.11,,,,
737,01:41:33,55,1090.91,,,,
738,01:41:43,56,1071.43,,,,
739,01:41:58,56,1071.43,,,,
